id,squadron,type,description,start_lat,start_lng,end_lat,end_lng,start_time,duration_hours,altitude,speed,waypoints,origin_base,target_name,num_aircraft,to_check,mission_category
FIFTHAF-19440322-04,Fifth AF,P-40 Warhawk,"130-plus B-24’s, B-25’s. B-20’s, and P-40’s attack Wewak area, hitting enemy positions, AA guns, storage areas at Wewak, Boram, and Yeschan, and hitting shipping offshore. Japanese HQ and troops are hit by 25 other aircraft in Aitape-Tadji area. P-47’s hit barges at Alexishafen while P-39’s hit HQ and supply dump along Bogadjim Road. A-20’s hit barges near Pondo Plantation and hit Ewasse vil- lage.",-6.59,146.73,-3.55,143.63,1944-03-22T06:00:00Z,0.8,15000,310,,Nadzab New Guinea,Wewak,,,Fighter
FIFTHAF-19440322-05,Fifth AF,P-47 Thunderbolt,"130-plus B-24’s, B-25’s. B-20’s, and P-40’s attack Wewak area, hitting enemy positions, AA guns, storage areas at Wewak, Boram, and Yeschan, and hitting shipping offshore. Japanese HQ and troops are hit by 25 other aircraft in Aitape-Tadji area. P-47’s hit barges at Alexishafen while P-39’s hit HQ and supply dump along Bogadjim Road. A-20’s hit barges near Pondo Plantation and hit Ewasse vil- lage.",-6.59,146.73,-3.55,143.63,1944-03-22T06:00:00Z,0.9,25000,350,,Nadzab New Guinea,Wewak,,,Fighter
THIRTEENTHAF-19440322-00,Thirteenth AF,B-24 Liberator,"30-plus FBs hit supply area along Laruma R. A total of 13 B-24’s carry out small strikes against Buka, Monoitu, Kahili, and Kara. 23 B-25’s pound Lakunai A/F, 10 B-24’s bomb Tobera, and a single B-24 hits Rabaul.",-6.21,155.0,-5.42,154.67,1944-03-22T06:00:00Z,0.2,22000,215,,Torokina Bougainville,Buka,13,,Tactical Bombing
THIRTEENTHAF-19440322-01,Thirteenth AF,B-25 Mitchell,"30-plus FBs hit supply area along Laruma R. A total of 13 B-24’s carry out small strikes against Buka, Monoitu, Kahili, and Kara. 23 B-25’s pound Lakunai A/F, 10 B-24’s bomb Tobera, and a single B-24 hits Rabaul.",-6.21,155.0,-5.42,154.67,1944-03-22T06:00:00Z,0.2,15000,230,,Torokina Bougainville,Buka,23,,Tactical Bombing
SEVENTHAF-19440322-00,Seventh AF,B-25 Mitchell,B-25’s from Abemama and Tarawa bomb Mille and Jaluit.,8.72,167.73,6.1,171.92,1944-03-22T06:00:00Z,1.3,15000,230,,Kwajalein Marshall Islands,Mille,,,Tactical Bombing
TENTHAF-19440323-00,Tenth AF,B-24 Liberator,"In Chin Hills region 12 A-31’s hit Japanese positions, 12 B-24’s and 10 P-38’s bomb Kalewa, and 9 B- 25’s attack Kaing and Shwebo. In Katha area 12 P-51’s bomb Naba Station while 12 others join 9 B- 25’s in attacking ammo and gas dumps at Indaw. 4 P-40’s bomb stores at Kamaing while 30-plus other ftrs fly armed rcn over the Mogaung Valley in general. 12 B-24’s pound Moulmein jetty and attack Moulmein-Bangkok railroad tgts, destroying 2 bridges, damaging several others, and scoring effective hits on 2 trains.",22.54,88.33,22.57,95.7,1944-03-23T06:00:00Z,1.4,22000,215,,Belvedere Palace Calcutta India,Shwebo,12,,Reconnaissance
TENTHAF-19440323-01,Tenth AF,P-38 Lightning,"In Chin Hills region 12 A-31’s hit Japanese positions, 12 B-24’s and 10 P-38’s bomb Kalewa, and 9 B- 25’s attack Kaing and Shwebo. In Katha area 12 P-51’s bomb Naba Station while 12 others join 9 B- 25’s in attacking ammo and gas dumps at Indaw. 4 P-40’s bomb stores at Kamaing while 30-plus other ftrs fly armed rcn over the Mogaung Valley in general. 12 B-24’s pound Moulmein jetty and attack Moulmein-Bangkok railroad tgts, destroying 2 bridges, damaging several others, and scoring effective hits on 2 trains.",22.54,88.33,22.57,95.7,1944-03-23T06:00:00Z,1.0,20000,275,,Belvedere Palace Calcutta India,Shwebo,10,,Reconnaissance
TENTHAF-19440323-02,Tenth AF,P-40 Warhawk,"In Chin Hills region 12 A-31’s hit Japanese positions, 12 B-24’s and 10 P-38’s bomb Kalewa, and 9 B- 25’s attack Kaing and Shwebo. In Katha area 12 P-51’s bomb Naba Station while 12 others join 9 B- 25’s in attacking ammo and gas dumps at Indaw. 4 P-40’s bomb stores at Kamaing while 30-plus other ftrs fly armed rcn over the Mogaung Valley in general. 12 B-24’s pound Moulmein jetty and attack Moulmein-Bangkok railroad tgts, destroying 2 bridges, damaging several others, and scoring effective hits on 2 trains.",22.54,88.33,22.57,95.7,1944-03-23T06:00:00Z,0.9,15000,310,,Belvedere Palace Calcutta India,Shwebo,4,,Reconnaissance
TENTHAF-19440323-03,Tenth AF,P-51 Mustang,"In Chin Hills region 12 A-31’s hit Japanese positions, 12 B-24’s and 10 P-38’s bomb Kalewa, and 9 B- 25’s attack Kaing and Shwebo. In Katha area 12 P-51’s bomb Naba Station while 12 others join 9 B- 25’s in attacking ammo and gas dumps at Indaw. 4 P-40’s bomb stores at Kamaing while 30-plus other ftrs fly armed rcn over the Mogaung Valley in general. 12 B-24’s pound Moulmein jetty and attack Moulmein-Bangkok railroad tgts, destroying 2 bridges, damaging several others, and scoring effective hits on 2 trains.",22.54,88.33,22.57,95.7,1944-03-23T06:00:00Z,0.9,25000,362,,Belvedere Palace Calcutta India,Shwebo,12,,Reconnaissance
FOURTEENTHAF-19440323-00,Fourteenth AF,B-25 Mitchell,B-25’s on railroad sweep N from Vinh destroy 2 engines and several boxcars at Van Trai Station yards and attack 3 bridges between Vinh and Thanh Hoa.,25.01,102.71,,,1944-03-23T06:00:00Z,,15000,230,,Kunming China,,,,Tactical Bombing
FIFTHAF-19440323-00,Fifth AF,B-24 Liberator,"Nearly 100 B-24’s, B-25’s, A-20’s, and P-47’s hit numerous tgts in Aitape, Wewak, Alexishafen, and Hansa Bay areas. 29 P-40’s attack Talasea and nearby bivouacs, including Gogosi. B-24’s bomb Babo and during the night attack shipping in Bismarck Sea.",-6.59,146.73,-3.14,142.35,1944-03-23T06:00:00Z,1.6,22000,215,,Nadzab New Guinea,Aitape,100,,Tactical Bombing
FIFTHAF-19440323-01,Fifth AF,B-25 Mitchell,"Nearly 100 B-24’s, B-25’s, A-20’s, and P-47’s hit numerous tgts in Aitape, Wewak, Alexishafen, and Hansa Bay areas. 29 P-40’s attack Talasea and nearby bivouacs, including Gogosi. B-24’s bomb Babo and during the night attack shipping in Bismarck Sea.",-6.59,146.73,-3.14,142.35,1944-03-23T06:00:00Z,1.5,15000,230,,Nadzab New Guinea,Aitape,,,Tactical Bombing
FIFTHAF-19440323-02,Fifth AF,A-20 Havoc,"Nearly 100 B-24’s, B-25’s, A-20’s, and P-47’s hit numerous tgts in Aitape, Wewak, Alexishafen, and Hansa Bay areas. 29 P-40’s attack Talasea and nearby bivouacs, including Gogosi. B-24’s bomb Babo and during the night attack shipping in Bismarck Sea.",-6.59,146.73,-3.14,142.35,1944-03-23T06:00:00Z,1.1,10000,300,,Nadzab New Guinea,Aitape,,,Ground Attack
FIFTHAF-19440323-03,Fifth AF,P-40 Warhawk,"Nearly 100 B-24’s, B-25’s, A-20’s, and P-47’s hit numerous tgts in Aitape, Wewak, Alexishafen, and Hansa Bay areas. 29 P-40’s attack Talasea and nearby bivouacs, including Gogosi. B-24’s bomb Babo and during the night attack shipping in Bismarck Sea.",-6.59,146.73,-3.14,142.35,1944-03-23T06:00:00Z,1.1,15000,310,,Nadzab New Guinea,Aitape,29,,Fighter
FIFTHAF-19440323-04,Fifth AF,P-47 Thunderbolt,"Nearly 100 B-24’s, B-25’s, A-20’s, and P-47’s hit numerous tgts in Aitape, Wewak, Alexishafen, and Hansa Bay areas. 29 P-40’s attack Talasea and nearby bivouacs, including Gogosi. B-24’s bomb Babo and during the night attack shipping in Bismarck Sea.",-6.59,146.73,-3.14,142.35,1944-03-23T06:00:00Z,1.1,25000,350,,Nadzab New Guinea,Aitape,,,Fighter
THIRTEENTHAF-19440323-00,Thirteenth AF,B-24 Liberator,"14 P-38’s bomb T/Os at Komaleai Pt while 24 B-25’s hit Buka area after weather prevented scheduled attacks on Rabaul. Ftrs fly sweeps over Rabaul and general New Ireland area, and 12 P-40’s bomb fuel dump at Keravia Bay. 15 B-24’s out of 24 dispatched plow through the bad weather and bomb Ratawul supply area.",-6.21,155.0,-5.42,154.67,1944-03-23T06:00:00Z,0.2,22000,215,,Torokina Bougainville,Buka,15,,Tactical Bombing
THIRTEENTHAF-19440323-01,Thirteenth AF,B-25 Mitchell,"14 P-38’s bomb T/Os at Komaleai Pt while 24 B-25’s hit Buka area after weather prevented scheduled attacks on Rabaul. Ftrs fly sweeps over Rabaul and general New Ireland area, and 12 P-40’s bomb fuel dump at Keravia Bay. 15 B-24’s out of 24 dispatched plow through the bad weather and bomb Ratawul supply area.",-6.21,155.0,-5.42,154.67,1944-03-23T06:00:00Z,0.2,15000,230,,Torokina Bougainville,Buka,24,,Tactical Bombing
THIRTEENTHAF-19440323-02,Thirteenth AF,P-38 Lightning,"14 P-38’s bomb T/Os at Komaleai Pt while 24 B-25’s hit Buka area after weather prevented scheduled attacks on Rabaul. Ftrs fly sweeps over Rabaul and general New Ireland area, and 12 P-40’s bomb fuel dump at Keravia Bay. 15 B-24’s out of 24 dispatched plow through the bad weather and bomb Ratawul supply area.",-6.21,155.0,-5.42,154.67,1944-03-23T06:00:00Z,0.2,20000,275,,Torokina Bougainville,Buka,14,,Fighter
THIRTEENTHAF-19440323-03,Thirteenth AF,P-40 Warhawk,"14 P-38’s bomb T/Os at Komaleai Pt while 24 B-25’s hit Buka area after weather prevented scheduled attacks on Rabaul. Ftrs fly sweeps over Rabaul and general New Ireland area, and 12 P-40’s bomb fuel dump at Keravia Bay. 15 B-24’s out of 24 dispatched plow through the bad weather and bomb Ratawul supply area.",-6.21,155.0,-5.42,154.67,1944-03-23T06:00:00Z,0.2,15000,310,,Torokina Bougainville,Buka,12,,Fighter
SEVENTHAF-19440323-00,Seventh AF,B-24 Liberator,"B-24’s from Kwajalein bomb Wake. B-25’s flying out of Eniwetok hit Ponape. Tarawa-based B-25’s strike Maloelap and Jaluit, commencing a series of B-25 shuttlemissions between Tarawa or Makin and the Navy’s new base at Majuro Atoll which is used as the rearming base for the return strike.",8.72,167.73,8.72,167.73,1944-03-23T06:00:00Z,5.9,22000,215,8.72:167.73;19.28:166.65;8.72:167.73,Kwajalein Marshall Islands,Wake,,,Tactical Bombing
SEVENTHAF-19440323-01,Seventh AF,B-25 Mitchell,"B-24’s from Kwajalein bomb Wake. B-25’s flying out of Eniwetok hit Ponape. Tarawa-based B-25’s strike Maloelap and Jaluit, commencing a series of B-25 shuttlemissions between Tarawa or Makin and the Navy’s new base at Majuro Atoll which is used as the rearming base for the return strike.",11.50,162.25,6.96,158.21,1944-03-23T06:00:00Z,5.5,15000,230,,Eniwetok Marshall Islands,Ponape,,,Tactical Bombing
TENTHAF-19440324-00,Tenth AF,B-24 Liberator,"Near Chindwin 50-plus A-31’s attack Homalin and Tamanthi. In Mandalay area 12 B-24’s and 10 P- 38’s bomb Pyingaing dump, 9 B-25’s hit Shwebo railroad yards and a nearby factory, and 8 P-51’s attack Gokteik Viaduct. 4 P-40’s bomb Japanese positions near Shaduzup.",22.54,88.33,21.98,96.08,1944-03-24T06:00:00Z,1.5,22000,215,,Belvedere Palace Calcutta India,Mandalay,12,,Tactical Bombing
TENTHAF-19440324-01,Tenth AF,B-25 Mitchell,"Near Chindwin 50-plus A-31’s attack Homalin and Tamanthi. In Mandalay area 12 B-24’s and 10 P- 38’s bomb Pyingaing dump, 9 B-25’s hit Shwebo railroad yards and a nearby factory, and 8 P-51’s attack Gokteik Viaduct. 4 P-40’s bomb Japanese positions near Shaduzup.",22.54,88.33,21.98,96.08,1944-03-24T06:00:00Z,1.4,15000,230,,Belvedere Palace Calcutta India,Mandalay,9,,Tactical Bombing
TENTHAF-19440324-02,Tenth AF,P-40 Warhawk,"Near Chindwin 50-plus A-31’s attack Homalin and Tamanthi. In Mandalay area 12 B-24’s and 10 P- 38’s bomb Pyingaing dump, 9 B-25’s hit Shwebo railroad yards and a nearby factory, and 8 P-51’s attack Gokteik Viaduct. 4 P-40’s bomb Japanese positions near Shaduzup.",22.54,88.33,21.98,96.08,1944-03-24T06:00:00Z,1.1,15000,310,,Belvedere Palace Calcutta India,Mandalay,4,,Fighter
TENTHAF-19440324-03,Tenth AF,P-51 Mustang,"Near Chindwin 50-plus A-31’s attack Homalin and Tamanthi. In Mandalay area 12 B-24’s and 10 P- 38’s bomb Pyingaing dump, 9 B-25’s hit Shwebo railroad yards and a nearby factory, and 8 P-51’s attack Gokteik Viaduct. 4 P-40’s bomb Japanese positions near Shaduzup.",22.54,88.33,21.98,96.08,1944-03-24T06:00:00Z,1.0,25000,362,,Belvedere Palace Calcutta India,Mandalay,8,,Fighter
FIFTHAF-19440324-00,Fifth AF,B-24 Liberator,"P-39’s and P-40’s hit Alexishafen with dive bombing and strafing attack at midday. A single B-24 bombs nearby Sek |. Other B-24’s on armed rcn score hit on minesweeper. Organized Japanese resistance ends on Los Negros and Bougainville, although considerable time will be required for mop- ping-up operations.",-6.59,146.73,-4.73,145.85,1944-03-24T06:00:00Z,0.6,22000,215,,Nadzab New Guinea,Alexishafen,,,Reconnaissance
FIFTHAF-19440324-01,Fifth AF,P-39 Airacobra,"P-39’s and P-40’s hit Alexishafen with dive bombing and strafing attack at midday. A single B-24 bombs nearby Sek |. Other B-24’s on armed rcn score hit on minesweeper. Organized Japanese resistance ends on Los Negros and Bougainville, although considerable time will be required for mop- ping-up operations.",-6.59,146.73,-4.73,145.85,1944-03-24T06:00:00Z,0.4,15000,290,,Nadzab New Guinea,Alexishafen,,,Reconnaissance
FIFTHAF-19440324-02,Fifth AF,P-40 Warhawk,"P-39’s and P-40’s hit Alexishafen with dive bombing and strafing attack at midday. A single B-24 bombs nearby Sek |. Other B-24’s on armed rcn score hit on minesweeper. Organized Japanese resistance ends on Los Negros and Bougainville, although considerable time will be required for mop- ping-up operations.",-6.59,146.73,-4.73,145.85,1944-03-24T06:00:00Z,0.4,15000,310,,Nadzab New Guinea,Alexishafen,,,Reconnaissance
THIRTEENTHAF-19440324-00,Thirteenth AF,B-25 Mitchell,"20-plus B-25’s hit airstrip at Tobera. A few which lost contact with formation bomb Vunakanau instead. More than 30 P-38’s, P-39’s, and P-40’s hit Wunapope with incendiary clusters, causing numerous fires.",-6.21,155.0,-4.35,152.3,1944-03-24T06:00:00Z,0.9,15000,230,,Torokina Bougainville,Tobera,,,Tactical Bombing
THIRTEENTHAF-19440324-01,Thirteenth AF,P-38 Lightning,"20-plus B-25’s hit airstrip at Tobera. A few which lost contact with formation bomb Vunakanau instead. More than 30 P-38’s, P-39’s, and P-40’s hit Wunapope with incendiary clusters, causing numerous fires.",-6.21,155.0,-4.35,152.3,1944-03-24T06:00:00Z,0.7,20000,275,,Torokina Bougainville,Tobera,30,,Fighter
THIRTEENTHAF-19440324-02,Thirteenth AF,P-39 Airacobra,"20-plus B-25’s hit airstrip at Tobera. A few which lost contact with formation bomb Vunakanau instead. More than 30 P-38’s, P-39’s, and P-40’s hit Wunapope with incendiary clusters, causing numerous fires.",-6.21,155.0,-4.35,152.3,1944-03-24T06:00:00Z,0.7,15000,290,,Torokina Bougainville,Tobera,,,Fighter
THIRTEENTHAF-19440324-03,Thirteenth AF,P-40 Warhawk,"20-plus B-25’s hit airstrip at Tobera. A few which lost contact with formation bomb Vunakanau instead. More than 30 P-38’s, P-39’s, and P-40’s hit Wunapope with incendiary clusters, causing numerous fires.",-6.21,155.0,-4.35,152.3,1944-03-24T06:00:00Z,0.6,15000,310,,Torokina Bougainville,Tobera,,,Fighter
SEVENTHAF-19440324-00,Seventh AF,B-25 Mitchell,"B-25’s from Tarawa bomb Jaluit while others, flying out of Eniwetok, hit Ponape and Ant Is.",8.72,167.73,5.92,169.63,1944-03-24T06:00:00Z,0.9,15000,230,,Kwajalein Marshall Islands,Jaluit,,,Tactical Bombing
ELEVENTHAF-19440324-00,Eleventh AF,B-24 Liberator,3 B-24’s fly photo mission over Onnekotan.,52.71,174.13,,,1944-03-24T06:00:00Z,,22000,215,,Shemya Aleutians,,3,,Reconnaissance
TENTHAF-19440325-00,Tenth AF,B-24 Liberator,"50-plus A-31’s attack Japanese-held villages and gun positions from Kalewa to Homalin. 8 B-24’s hit Mogaung supply dumps, causing fires and much smoke. 12 P-40’s bomb Kamaing area. Japanese aircraft (5 MBs and 30 ftrs) attack Allied airstrips at Chittagong, Cox’s Bazaar and Anisakan. Tenth AF and RAF interceptors claim 7 airplanes shot down.",22.54,88.33,24.87,96.95,1944-03-25T06:00:00Z,0.9,22000,215,,Belvedere Palace Calcutta India,Mogaung,8,,Tactical Bombing
TENTHAF-19440325-01,Tenth AF,P-40 Warhawk,"50-plus A-31’s attack Japanese-held villages and gun positions from Kalewa to Homalin. 8 B-24’s hit Mogaung supply dumps, causing fires and much smoke. 12 P-40’s bomb Kamaing area. Japanese aircraft (5 MBs and 30 ftrs) attack Allied airstrips at Chittagong, Cox’s Bazaar and Anisakan. Tenth AF and RAF interceptors claim 7 airplanes shot down.",22.54,88.33,24.87,96.95,1944-03-25T06:00:00Z,0.6,15000,310,,Belvedere Palace Calcutta India,Mogaung,12,,Fighter
FOURTEENTHAF-19440325-00,Fourteenth AF,B-24 Liberator,"6 B-24’s from Chengkung bomb motor pool and fuel dump at Mangshih, demolishing a sizeable por- tion of the tgt area.",25.01,102.71,,,1944-03-25T06:00:00Z,,22000,215,,Kunming China,,6,,Tactical Bombing
FIFTHAF-19440325-00,Fifth AF,B-24 Liberator,"More than 100 B-24’s, B-25’s, and A-20’s continue pounding of Wewak area, destroying supply dumps along coast from Wewak Pt to the A/F, fuel dump W of Boram, and tgts along Sauri road and in Cape Wom area. Other A-20’s attack coastal area around Bunabun Harbor. P-40’s attack a Japanese HQ at Cape Hoskins. B-24’s bomb BaboUrarom area. On Manus, last major battle takes place; isolated enemy positions remain to be eliminated.",-6.59,146.73,-2.07,147.33,1944-03-25T06:00:00Z,1.3,22000,215,,Nadzab New Guinea,Manus,100,,Tactical Bombing
FIFTHAF-19440325-01,Fifth AF,B-25 Mitchell,"More than 100 B-24’s, B-25’s, and A-20’s continue pounding of Wewak area, destroying supply dumps along coast from Wewak Pt to the A/F, fuel dump W of Boram, and tgts along Sauri road and in Cape Wom area. Other A-20’s attack coastal area around Bunabun Harbor. P-40’s attack a Japanese HQ at Cape Hoskins. B-24’s bomb BaboUrarom area. On Manus, last major battle takes place; isolated enemy positions remain to be eliminated.",-6.59,146.73,-2.07,147.33,1944-03-25T06:00:00Z,1.2,15000,230,,Nadzab New Guinea,Manus,,,Tactical Bombing
FIFTHAF-19440325-02,Fifth AF,A-20 Havoc,"More than 100 B-24’s, B-25’s, and A-20’s continue pounding of Wewak area, destroying supply dumps along coast from Wewak Pt to the A/F, fuel dump W of Boram, and tgts along Sauri road and in Cape Wom area. Other A-20’s attack coastal area around Bunabun Harbor. P-40’s attack a Japanese HQ at Cape Hoskins. B-24’s bomb BaboUrarom area. On Manus, last major battle takes place; isolated enemy positions remain to be eliminated.",-6.59,146.73,-2.07,147.33,1944-03-25T06:00:00Z,0.9,10000,300,,Nadzab New Guinea,Manus,,,Ground Attack
FIFTHAF-19440325-03,Fifth AF,P-40 Warhawk,"More than 100 B-24’s, B-25’s, and A-20’s continue pounding of Wewak area, destroying supply dumps along coast from Wewak Pt to the A/F, fuel dump W of Boram, and tgts along Sauri road and in Cape Wom area. Other A-20’s attack coastal area around Bunabun Harbor. P-40’s attack a Japanese HQ at Cape Hoskins. B-24’s bomb BaboUrarom area. On Manus, last major battle takes place; isolated enemy positions remain to be eliminated.",-6.59,146.73,-2.07,147.33,1944-03-25T06:00:00Z,0.9,15000,310,,Nadzab New Guinea,Manus,,,Fighter
THIRTEENTHAF-19440325-00,Thirteenth AF,B-25 Mitchell,23 B-25’s pound Ratawul supply area while 34 FBs hit Keravia Bay fuel stores. 20-plus FBs hit Miwo R bridge and nearby bivouac area and bomb truck park W of Omoi R.,-6.21,155.0,,,1944-03-25T06:00:00Z,,15000,230,,Torokina Bougainville,,23,,Tactical Bombing
SEVENTHAF-19440325-00,Seventh AF,B-25 Mitchell,Adv HQ in Tarawa is disbanded and the Seventh’s operations in C Pacific forward area are placed under VII BC at Kwajalein. B-25’s from Eniwetok pound Ponape and claim 4 ftrs shot down. B-25’s from Abemama bomb Maloelap.,8.72,167.73,8.74,171.23,1944-03-25T06:00:00Z,0.9,15000,230,,Kwajalein Marshall Islands,Maloelap,,,Tactical Bombing
ELEVENTHAF-19440325-00,Eleventh AF,B-24 Liberator,2 Shemya-based B-24’s bomb Kurabu Cape and N coast of Onnekotan.,52.71,174.13,,,1944-03-25T06:00:00Z,,22000,215,,Shemya Aleutians,,,,Tactical Bombing
TENTHAF-19440326-00,Tenth AF,B-25 Mitchell,"In Chin Hills region 40-plus A-31’s pound Japanese positions in Tonzang-Kalewa area and near Kalemyo. The FBs also claim more than 20 trucks destroyed in the Kalemyo area. Near Chindwin 3 B- 24’s and 3 B-25’s bomb troops along Imphal-Tiddim road. 70-plus Fbs and a lone B-25 attack tgts in Moraung Valley area, including A/Fs at Manywet and Myitkyina, and bridges, roads, railroads and T/Os at Mogaung, Kamaing, and Myitkyina. In the Katha area 8 P-51’s and 3 B-25’s hit Japanese bivouac NE of Bhamo and claim 6 warehouses destroyed at Nankan.",22.54,88.33,25.4,97.39,1944-03-26T06:00:00Z,0.8,15000,230,,Belvedere Palace Calcutta India,Myitkyina,3,,Tactical Bombing
TENTHAF-19440326-01,Tenth AF,P-51 Mustang,"In Chin Hills region 40-plus A-31’s pound Japanese positions in Tonzang-Kalewa area and near Kalemyo. The FBs also claim more than 20 trucks destroyed in the Kalemyo area. Near Chindwin 3 B- 24’s and 3 B-25’s bomb troops along Imphal-Tiddim road. 70-plus Fbs and a lone B-25 attack tgts in Moraung Valley area, including A/Fs at Manywet and Myitkyina, and bridges, roads, railroads and T/Os at Mogaung, Kamaing, and Myitkyina. In the Katha area 8 P-51’s and 3 B-25’s hit Japanese bivouac NE of Bhamo and claim 6 warehouses destroyed at Nankan.",22.54,88.33,25.4,97.39,1944-03-26T06:00:00Z,0.5,25000,362,,Belvedere Palace Calcutta India,Myitkyina,8,,Fighter
FOURTEENTHAF-19440326-00,Fourteenth AF,B-25 Mitchell,"4 B-25’s hit Bakli bay area. 2 merchant vessels are claimed sunk, and damage is done to tracks and loading equipment. 4 P-40’s on sweep of N coast of Gulf of Tonkin sink ore boat and damage 4 barges.",25.01,102.71,-0.4,132.5,1944-03-26T06:00:00Z,10.0,15000,230,,Kunming China,Bakli Bay,4,,Tactical Bombing
FOURTEENTHAF-19440326-01,Fourteenth AF,P-40 Warhawk,"4 B-25’s hit Bakli bay area. 2 merchant vessels are claimed sunk, and damage is done to tracks and loading equipment. 4 P-40’s on sweep of N coast of Gulf of Tonkin sink ore boat and damage 4 barges.",25.01,102.71,-0.4,132.5,1944-03-26T06:00:00Z,7.4,15000,310,,Kunming China,Bakli Bay,4,,Fighter
FIFTHAF-19440326-00,Fifth AF,B-24 Liberator,"220-plus B-24’s, B-25’s, A-20’s, and ftrs hit Wewak, Boram, Cape Wom, Aitape, Hansa Bay coast, Mushu I, and general area along N coast of NE New Guinea, blasting storage areas, barges, ship- ping, rounded airplanes, fuel dumps, and enemy troops. Other A-20’s hit Bunaun Harbor while P-39’s hit Madang area. P-39’s and P-40’s attack Cape Hoskins and troops in Talasea area. On Manus | A- 20’s hit buildings and Japanese positions on S shore.",-6.59,146.73,-3.55,143.63,1944-03-26T06:00:00Z,1.2,22000,215,,Nadzab New Guinea,Wewak,,,Tactical Bombing
FIFTHAF-19440326-01,Fifth AF,B-25 Mitchell,"220-plus B-24’s, B-25’s, A-20’s, and ftrs hit Wewak, Boram, Cape Wom, Aitape, Hansa Bay coast, Mushu I, and general area along N coast of NE New Guinea, blasting storage areas, barges, ship- ping, rounded airplanes, fuel dumps, and enemy troops. Other A-20’s hit Bunaun Harbor while P-39’s hit Madang area. P-39’s and P-40’s attack Cape Hoskins and troops in Talasea area. On Manus | A- 20’s hit buildings and Japanese positions on S shore.",-6.59,146.73,-3.55,143.63,1944-03-26T06:00:00Z,1.1,15000,230,,Nadzab New Guinea,Wewak,,,Tactical Bombing
FIFTHAF-19440326-02,Fifth AF,A-20 Havoc,"220-plus B-24’s, B-25’s, A-20’s, and ftrs hit Wewak, Boram, Cape Wom, Aitape, Hansa Bay coast, Mushu I, and general area along N coast of NE New Guinea, blasting storage areas, barges, ship- ping, rounded airplanes, fuel dumps, and enemy troops. Other A-20’s hit Bunaun Harbor while P-39’s hit Madang area. P-39’s and P-40’s attack Cape Hoskins and troops in Talasea area. On Manus | A- 20’s hit buildings and Japanese positions on S shore.",-6.59,146.73,-3.55,143.63,1944-03-26T06:00:00Z,0.9,10000,300,,Nadzab New Guinea,Wewak,,,Ground Attack
FIFTHAF-19440326-03,Fifth AF,P-39 Airacobra,"220-plus B-24’s, B-25’s, A-20’s, and ftrs hit Wewak, Boram, Cape Wom, Aitape, Hansa Bay coast, Mushu I, and general area along N coast of NE New Guinea, blasting storage areas, barges, ship- ping, rounded airplanes, fuel dumps, and enemy troops. Other A-20’s hit Bunaun Harbor while P-39’s hit Madang area. P-39’s and P-40’s attack Cape Hoskins and troops in Talasea area. On Manus | A- 20’s hit buildings and Japanese positions on S shore.",-6.59,146.73,-5.22,145.78,1944-03-26T06:00:00Z,0.9,15000,290,,Nadzab New Guinea,Madang,,,Fighter
FIFTHAF-19440326-04,Fifth AF,P-40 Warhawk,"220-plus B-24’s, B-25’s, A-20’s, and ftrs hit Wewak, Boram, Cape Wom, Aitape, Hansa Bay coast, Mushu I, and general area along N coast of NE New Guinea, blasting storage areas, barges, ship- ping, rounded airplanes, fuel dumps, and enemy troops. Other A-20’s hit Bunaun Harbor while P-39’s hit Madang area. P-39’s and P-40’s attack Cape Hoskins and troops in Talasea area. On Manus | A- 20’s hit buildings and Japanese positions on S shore.",-6.59,146.73,-3.55,143.63,1944-03-26T06:00:00Z,0.8,15000,310,,Nadzab New Guinea,Wewak,,,Fighter
THIRTEENTHAF-19440326-00,Thirteenth AF,B-24 Liberator,"23 B-25’s hit Vunakanau A/F and 37 FBs attack supply areas along Talili Bay. B-25’s continue to heck- le Rabaul area during the night. In Bougainville area 3 B-24’s and 20 FBs hit pillboxes and T/Os on islands off Tekessi R mouth and near Monoitu. FBs again spt round forces along Empress Auusta Bay, hitting supply dump N of Reini R and enemy positions near mouths of Tekessi and Maririei rivers. The FBs claim destruction of bridge over the Puriata R. 24 B-24’s on mission against Truk | fail to reach tgt and bomb Pulusuk | instead. Several of the HBs are forced to land on Green | because of fuel short- ages.",-6.21,155.0,-4.3,152.1,1944-03-26T06:00:00Z,1.0,22000,215,,Torokina Bougainville,Vunakanau,3,,Tactical Bombing
THIRTEENTHAF-19440326-01,Thirteenth AF,B-25 Mitchell,"23 B-25’s hit Vunakanau A/F and 37 FBs attack supply areas along Talili Bay. B-25’s continue to heck- le Rabaul area during the night. In Bougainville area 3 B-24’s and 20 FBs hit pillboxes and T/Os on islands off Tekessi R mouth and near Monoitu. FBs again spt round forces along Empress Auusta Bay, hitting supply dump N of Reini R and enemy positions near mouths of Tekessi and Maririei rivers. The FBs claim destruction of bridge over the Puriata R. 24 B-24’s on mission against Truk | fail to reach tgt and bomb Pulusuk | instead. Several of the HBs are forced to land on Green | because of fuel short- ages.",-6.21,155.0,-4.3,152.1,1944-03-26T06:00:00Z,0.9,15000,230,,Torokina Bougainville,Vunakanau,23,,Tactical Bombing
