sortie_id,report_date,unit,squadron,source_front_image,paired_back_candidate_by_rule,paired_back_reviewed,aircraft_type,aircraft_count,base,oprep_ref,lead_aircraft,primary_target,alternate_target,target_status,time_up,time_over_target,time_down,route_summary,observation_points_raw,map_reference,weather_summary,bomb_load_carried,bombs_on_target,bombs_salvoed_or_jettisoned,bombs_returned,bombing_course,bombing_speed,bombing_altitude,bombing_interval,ammo_expended,results_summary,opposition_summary,casualties,photo_aircraft,leaflet_drops,special_remarks,coordinate_count,confidence,map_points_json
82BS_1944-10-19_B,1944-10-19,12th Bombardment Group (M),82nd Squadron,IMG_3508.JPG,IMG_3509.JPG,no,12 Mitchells,12,Fenny,,,"enemy troop concentrations at Vital Corner, Burma (RU 2184)",,,1400,1519 first box / 1520 second box,1620,"Due to bad weather over the primary, both boxes bombed the supply area at Indainggyi instead. Target weather section lists 4/10 cumulus coverage with bases around 4000 feet and tops from 6000 to 10,000 feet.",RU 2184; RU 6174; RU 607758; RU 607755; RU 607759,,,,60 standard-fuzed and 12 delayed-fuzed bombs,,,60 degrees,178 MPH | 185 MPH,4000 feet | 000 feet | 7900 feet | 8200 feet,,550 rounds,state the first-box pattern started just north of the fork in the roads at RU 607758 and ran almost due north across the easternmost road about one-third of the way into the target area,,,"ships included aircraft 31 with K-3B, 43 with K-17, and 48 with K-24",,"68 x 500-lb GP bombs with 1/10 nose and 1/40 tail fuzing plus 12 x 500-lb GP bombs with 12-36 hour delay were carried. Bombs dropped: 60 standard-fuzed and 12 delayed-fuzed bombs. Eight standard-fuzed bombs were brought back after aircraft 30 returned early due to mechanical failure. First-box bombing course was 60 degrees at 178 MPH from 7900 feet, second-box course 360 degrees at 185 MPH from 8200 feet, both with 150-foot interval. Ammunition expended: 550 rounds .50 caliber. Results state the first-box pattern started just north of the fork in the roads at RU 607758 and ran almost due north across the easternmost road about one-third of the way into the target area; the second-box pattern began just south of the fork at RU 607755 and ran due north to RU 607759, with one observed hit on the road at the junction and both patterns short of the stores area. Photo ships included aircraft 31 with K-3B, 43 with K-17, and 48 with K-24. Rule-linked candidate IMG_3509.JPG has not yet been reviewed.",0,high for front-page extraction,"[{""kind"": ""base"", ""lat"": 23.014, ""lon"": 91.397, ""label"": ""Fenny""}, {""kind"": ""coordinate"", ""lat"": 20.93, ""lon"": 94.08, ""label"": ""Vital Corner""}, {""kind"": ""coordinate"", ""lat"": 22.93, ""lon"": 95.33, ""label"": ""Indainggyi""}, {""kind"": ""base_return"", ""lat"": 23.014, ""lon"": 91.397, ""label"": ""Fenny""}]"
83BS_1944-10-19_A,1944-10-19,12th Bombardment Group (M),83rd Bombardment Squadron,IMG_3503.JPG,IMG_3504.JPG,no,12 Mitchell B-25s,12,"Fenny A/D, India",,,Bombing of Kennedy Peak area,,primary attacked,0745,0915,1020,"Route listed as Fenny on 86-degree heading direct to target area and direct return to base. General weather was fair, with 4-6/10 cumulus from base to the hills, 7/10 cumulus over the hills, and 7-8/10 cumulus in the target area.",TU 2386; Kennedy Peak area,,,12 x 500-lb GP with 12-24 hour delay fuse and 70 x 500-lb GP with 1/10-second nose and 1/40-second tail delay,12 delayed and 67 standard 500-lb GP,,,43 degrees | 350 degrees,190 MPH,300 feet | 000 feet indicated,300 feet,720 rounds,state the first box scored six direct hits on the road in the briefed target area and the second box placed nearly all bombs in the briefed area,"and casualties were nil. Photo ships included aircraft 57, 52, 67, and 66",were nil,"ships included aircraft 57, 52, 67, and 66",,"Bomb load carried: 12 x 500-lb GP with 12-24 hour delay fuse and 70 x 500-lb GP with 1/10-second nose and 1/40-second tail delay. Bombs on target: 12 delayed and 67 standard 500-lb GP. Three 500-lb GP bombs were jettisoned by plane 64 after the bomb run when they fell through the bomb-bay doors due to an electrical or mechanical rack failure; they were believed to have fallen in the TU 2386 area. Bombing interval 300 feet; first-box course 43 degrees, second-box course 350 degrees; speeds 180 and 190 MPH; altitudes 12,700 and 13,000 feet indicated. Ammunition expended: 720 rounds .50 caliber. Results state the first box scored six direct hits on the road in the briefed target area and the second box placed nearly all bombs in the briefed area; opposition and casualties were nil. Photo ships included aircraft 57, 52, 67, and 66. Right bomb-bay door of plane 64 was broken by the fallen bombs. Rule-linked candidate IMG_3504.JPG has not yet been reviewed.",0,high for front-page extraction,"[{""kind"": ""base"", ""lat"": 23.014, ""lon"": 91.397, ""label"": ""Fenny A/D, India""}, {""kind"": ""coordinate"", ""lat"": 20.754, ""lon"": 93.728, ""label"": ""Kennedy Peak""}, {""kind"": ""base_return"", ""lat"": 23.014, ""lon"": 91.397, ""label"": ""Fenny A/D, India""}]"
83BS_1944-10-19_B,1944-10-19,12th Bombardment Group (M),83rd Bombardment Squadron,IMG_3507.JPG,IMG_3508.JPG,no,12 Mitchell B-25s,12,"Fenny A/D, India",,,Primary apparently Vital Corner area,,alternate attacked,1430,1557,1715,"Route listed as base direct to area of Kennedy Peak and Vital Corner, then direct to target and direct return to base. Weather from base to hills was 2/10 cumulus with bases at 2000 feet and tops at 6000; over the hills 5/10 stratocumulus from hilltops to 16,000 feet; valley and target were clear.",22 23N 95 00E; 22 30N 94 55E; Kennedy Peak; Vital Corner; Budalin By-Pass Bridge,,,120 x 250-lb GP bombs with 1/10 nose and 1/40 tail fuzing plus 16 x 250-lb GP long-delay bombs,108 standard and 16 long-delay bombs,,,190 degrees,190 MPH,2000 feet | 000 feet | 4500 feet indicated,75 feet,710 rounds,"state the first box dropped east of the bridge, with some bombs landing in the water and most extending south of the river bed","and casualties were nil. Photo aircraft included plane 65 Durkin, plane 57 Flynn, plane 63 Kramer, and plane 60 Kerr",were nil,"aircraft included plane 65 Durkin, plane 57 Flynn, plane 63 Kramer, and plane 60 Kerr",,"Bomb load carried: 120 x 250-lb GP bombs with 1/10 nose and 1/40 tail fuzing plus 16 x 250-lb GP long-delay bombs. Bombs on target: 108 standard and 16 long-delay bombs. Twelve standard-fuzed bombs were jettisoned at 22 30 N, 94 55 E after the bombs of plane 65 would not release due to mechanical or electrical failure. Bombing interval 75 feet on course 190 degrees at 190 MPH from 4500 feet indicated. Results state the first box dropped east of the bridge, with some bombs landing in the water and most extending south of the river bed; the second box also fell east of the bridge and slightly south of the river bed. Ammunition expended: 710 rounds .50 caliber. Opposition and casualties were nil. Photo aircraft included plane 65 Durkin, plane 57 Flynn, plane 63 Kramer, and plane 60 Kerr. Observations note a fire on the east bank of the Chindwin at 22 23 N, 95 00 E and what appeared to be a wrecked airplane in the river, possibly a DC-3. Rule-linked candidate IMG_3508.JPG appears to be a separate 82nd Squadron front rather than a reviewed reverse side.",2,high for front-page extraction,"[{""kind"": ""base"", ""lat"": 23.014, ""lon"": 91.397, ""label"": ""Fenny A/D, India""}, {""kind"": ""coordinate"", ""lat"": 22.383333, ""lon"": 95.0, ""label"": ""22 23N 95 00E""}, {""kind"": ""coordinate"", ""lat"": 22.5, ""lon"": 94.916667, ""label"": ""22 30N 94 55E""}, {""kind"": ""coordinate"", ""lat"": 20.93, ""lon"": 94.08, ""label"": ""Vital Corner""}, {""kind"": ""coordinate"", ""lat"": 20.754, ""lon"": 93.728, ""label"": ""Kennedy Peak""}, {""kind"": ""base_return"", ""lat"": 23.014, ""lon"": 91.397, ""label"": ""Fenny A/D, India""}]"
434BS_1944-10-20,1944-10-20,12th Bombardment Group (M),434th Squadron,IMG_3514.JPG,IMG_3515.JPG,no,13 B-25s,13,Comilla,,,"Budalin by-pass rail bridge, Burma","Chantha rail bridge, Burma",alternate attacked,0830,1002-1015 primary / 1042 alternate,1205,"All planes took off at 0830 and flew on a course of 109 degrees to the target. After one run and observation of the bombing results, the second box turned to the alternate target, then returned to base; the first box returned directly to base. Weather at target was listed as small cumulus, 1/10 coverage, base 3000 feet, visibility over 10 miles, with excellent general weather and light northwesterly surface winds.",Nyaunggan 22 26N 95 05E; Budalin; Chantha; 23 03N 95 57E,,,"72 x 500-lb M-64 GP with 1/10-second nose and 1/40-second tail fuzing, plus 12 x 250-lb M-57 GP with the same fuzing","53 x 500-lb on the primary, 16 x 500-lb on the alternate, 6 x 250-lb on the primary, and 6 x 250-lb on the alternate","3 x 500-lb were salvoed armed at Nyaunggan (22 26N, 95 05E), with one of the 16 dropped on the alternate marked as safe",,52 degrees,,3000 feet | 5500 feet indicated | 000 feet,20 feet,440 rounds,"state the first box destroyed tracks on the south approach of the by-pass bridge on the first run and on the second run destroyed the bridge, leaving only the center section. The second box pattern crossed the tracks about 200 yards south of the main bridge at the primary",,,"were taken on bomb-run statistics by aircraft 81 and 86 of the primary, and by 76, 87, and 88 of the primary and alternate",,"Bomb load carried: 72 x 500-lb M-64 GP with 1/10-second nose and 1/40-second tail fuzing, plus 12 x 250-lb M-57 GP with the same fuzing. Bombs dropped: 53 x 500-lb on the primary, 16 x 500-lb on the alternate, 6 x 250-lb on the primary, and 6 x 250-lb on the alternate; 3 x 500-lb were salvoed armed at Nyaunggan (22 26N, 95 05E), with one of the 16 dropped on the alternate marked as safe. Ammunition expended: 440 rounds .50 cal estimated test fire. Bombing was on course 52 degrees for the primary and 300 degrees for the alternate from about 5100-5500 feet indicated at IAS 180, with intervalometer setting 20 feet. Results state the first box destroyed tracks on the south approach of the by-pass bridge on the first run and on the second run destroyed the bridge, leaving only the center section. The second box pattern crossed the tracks about 200 yards south of the main bridge at the primary; at the alternate, bombs fell about 150 yards northwest of Chantha bridge with no damage. Photos were taken on bomb-run statistics by aircraft 81 and 86 of the primary, and by 76, 87, and 88 of the primary and alternate. Leaflet drop: 5400 x CBA/32 and 8600 x CBA/31 in the primary target area. A pink aircraft resembling a glider was seen in a rice paddy at 23 03N, 95 57E at 1106 from 11,000 feet with no signs of life. Additional observations note main bridge at Budalin unserviceable, road bridge at Budalin unserviceable, Mu River road bridge at Yeu unserviceable with 3 or 4 spans out, and a spare span at the edge of the canal by Chantha bridge. Rule-linked candidate IMG_3515.JPG has not yet been reviewed.",2,high for front-page extraction,"[{""kind"": ""base"", ""lat"": 23.4607, ""lon"": 91.1809, ""label"": ""Comilla""}, {""kind"": ""coordinate"", ""lat"": 22.433333, ""lon"": 95.083333, ""label"": ""22 26N 95 05E""}, {""kind"": ""coordinate"", ""lat"": 23.05, ""lon"": 95.95, ""label"": ""23 03N 95 57E""}, {""kind"": ""base_return"", ""lat"": 23.4607, ""lon"": 91.1809, ""label"": ""Comilla""}]"
81BS_1944-10-20,1944-10-20,12th Bombardment Group (M),81st Squadron,IMG_3517.JPG,IMG_3518.JPG,no,"12 B-25s (7 H's, 4 J's, 1 G)",12,Feni,,,"R.R. bridge at Chaung-U, 21 58N, 95 17E",,,0845,1027 first box / 1038 second box,1200,"Front page is sparse on route narrative, but records a strike from Feni to the railroad bridge at Chaung-U under good weather and unlimited visibility. Aircraft 14 was unable to release by intervalometer and salvoed its bombs over the target.",21 57N 95 24E; 21 50N 95 25E; Chaung-U,,,80 x 500-lb GP with 1/10 nose and 1/40 tail fuzing,,,,30 degrees | 30 degrees,,3000 feet | 3300 feet,,607 rounds of,"on leaving were that both northern and southern approaches were damaged, tracks from both approaches were ripped up, and the bridge itself was still standing though the superstructure was thought considerably weakened. No anti-aircraft encountered",,nil,"from fixed K-24 cameras in aircraft 21, 23, and 20 and from K-20 flexible cameras in aircraft 12 and 15","after bomb run: 32,000 SB/17, 2500 SJN/9, and 2500 SBN/4","Bomb load carried on takeoff: 80 x 500-lb GP with 1/10 nose and 1/40 tail fuzing. The report states all bombs were dropped on the target, though a handwritten note flags aircraft 14's salvo as something that perhaps should not be counted as 'dropped on target.' The first box bombed at 1027 from true altitude 3000 feet on a course of 30 degrees at IAS 185; the pattern covered the northern approach of the bridge and up to the first abutment. The second box bombed at 1038 from true altitude 3300 feet on a course of 30 degrees at IAS 185; the pattern hit to the left of the bridge and likely damaged the southern approach. Ammunition expended: 607 rounds of .50 caliber. Results on leaving were that both northern and southern approaches were damaged, tracks from both approaches were ripped up, and the bridge itself was still standing though the superstructure was thought considerably weakened. No anti-aircraft encountered; casualties nil. Photographs were taken from fixed K-24 cameras in aircraft 21, 23, and 20 and from K-20 flexible cameras in aircraft 12 and 15. Observations include six M/T at 21 57N, 95 24E and square buildings at 21 50N, 95 25E that appeared grass-covered and possibly camouflaged storage dumps. Leaflets dropped after bomb run: 32,000 SB/17, 2500 SJN/9, and 2500 SBN/4. Rule-linked candidate IMG_3518.JPG has not yet been reviewed.",3,high for front-page extraction,"[{""kind"": ""base"", ""lat"": 23.014, ""lon"": 91.397, ""label"": ""Feni""}, {""kind"": ""coordinate"", ""lat"": 21.95, ""lon"": 95.4, ""label"": ""21 57N 95 24E""}, {""kind"": ""coordinate"", ""lat"": 21.833333, ""lon"": 95.416667, ""label"": ""21 50N 95 25E""}, {""kind"": ""coordinate"", ""lat"": 21.966667, ""lon"": 95.283333, ""label"": ""21 58N, 95 17E""}, {""kind"": ""base_return"", ""lat"": 23.014, ""lon"": 91.397, ""label"": ""Feni""}]"
434BS_1944-10-21,1944-10-21,12th Bombardment Group (M),434th Squadron,IMG_3521.JPG,IMG_3522.JPG,no,12 B-25s,12,Comilla,,,"military area at Kennedy Peak, Burma",stores area on west bank of Chindwin River at Kalewa,alternate attacked,0850,about 1010-1030,1125,"All planes took off from 0848 to 0853 after about a one-hour delay caused by ground fog, flew to the target on a course of 96 degrees, and returned on 276 degrees. Target weather listed cumulus, 5/10 coverage, bases on hills with tops around 11,000 feet, 20-mile visibility, and fair general weather.",RU 207815; RU 220815; Kennedy Peak; 23 14N 93 49E; 23 15N 93 41E,,described low stratus in the Comilla area clearing eastward and patches of stratocumulus over the Chin Hills with many open areas. Rule-linked candidate IMG_3522.JPG has not yet been reviewed,,,,,80 degrees,,000 feet | 880 feet indicated | 200 feet | 900 feet | 400 feet,200 feet,none,"state the patterns of both boxes began at RU 207815 and extended to RU 220815, with possible hits on the road running east from the peak","and casualties were nil. Photos were taken on bomb-run statistics by aircraft 81, 86, 84, 76, and 79",were nil,"were taken on bomb-run statistics by aircraft 81, 86, 84, 76, and 79",,"144 x 250-lb M-57 GP bombs with 1/10 nose and 1/40 tail fuzing were carried on takeoff and all were dropped in the target area. Ammunition expended: none. Bomb run was 75-80 degrees from 12,500 to 12,880 feet indicated at IAS 180 with intervalometer setting 200 feet, pattern bombing on box leaders. Results state the patterns of both boxes began at RU 207815 and extended to RU 220815, with possible hits on the road running east from the peak; no further results could be observed because of clouds. Opposition and casualties were nil. Photos were taken on bomb-run statistics by aircraft 81, 86, 84, 76, and 79. Leaflet drop: 8600 x CBA/31 and 12,000 x SJ/31 in the target area. Observations note 5-6 possible M/T east of Kennedy Peak on the east-running road, 1 M/T on the road between Kennedy Peak and Fort White, many bomb craters along the Kennedy Peak-Fort White road, and black smoke in the target area at 23 14N, 93 49E at 0950 from 12,900 feet and at 23 15N, 93 41E at 1027 from 12,400 feet. Route weather described low stratus in the Comilla area clearing eastward and patches of stratocumulus over the Chin Hills with many open areas. Rule-linked candidate IMG_3522.JPG has not yet been reviewed.",2,high for front-page extraction,"[{""kind"": ""base"", ""lat"": 23.4607, ""lon"": 91.1809, ""label"": ""Comilla""}, {""kind"": ""coordinate"", ""lat"": 23.233333, ""lon"": 93.816667, ""label"": ""23 14N 93 49E""}, {""kind"": ""coordinate"", ""lat"": 23.25, ""lon"": 93.683333, ""label"": ""23 15N 93 41E""}, {""kind"": ""coordinate"", ""lat"": 20.754, ""lon"": 93.728, ""label"": ""Kennedy Peak""}, {""kind"": ""coordinate"", ""lat"": 23.1914, ""lon"": 94.3011, ""label"": ""Kalewa""}, {""kind"": ""base_return"", ""lat"": 23.4607, ""lon"": 91.1809, ""label"": ""Comilla""}]"
434BS_1944-10-21_B,1944-10-21,12th Bombardment Group (M),434th Squadron,IMG_3530.JPG,IMG_3531.JPG,no,12 B-25s,12,Comilla,,,"military area at Vital Corner, Burma",stores area on west bank of Chindwin River at Kalewa,alternate attacked,1445,1606,1725,"All planes took off from 1445 to 1450, flew to the primary on a course of 96 degrees, then after finding the primary cloud-covered proceeded to the alternate at Kalewa on the same course and returned to base on 276 degrees. Alternate-target weather listed cumulus 1/10, base 5000 feet, visibility 15 miles, and excellent general weather.",Kalewa; Vital Corner; Myittha River; Shwegyin,,,144 x 250-lb M-57 GP with 1/10 nose and 1/40 tail fuzing,,,,330 degrees,,5000 feet | 6200 feet indicated | 180 feet,180 feet,nil,"state the first-box pattern covered the northwest half of the assigned area, with all bombs in that section and one large brick building completely demolished. The second-box pattern fell short of the area, beginning on the south shore of the Myittha River and extending into the southern part of the assigned area","and casualties were nil. Photos were taken for bomb-run statistics by aircraft 81, 76, 79, 83, and 86",were nil,"were taken for bomb-run statistics by aircraft 81, 76, 79, 83, and 86","81, 76, and 86 also photographed a burning boat just north of the target. 25,000 x SJ/31 propaganda leaflets were dropped at Kalewa","Target actually attacked was the stores area on the west bank of the Chindwin River at Kalewa. Bomb load carried: 144 x 250-lb M-57 GP with 1/10 nose and 1/40 tail fuzing. 136 bombs fell in the target area and 8 were salvoed armed 500 yards north of the target. Ammunition expended: nil. Bomb run was on course 330 degrees from 6200 feet indicated at IAS 190 with interval setting 180 feet and pattern bombing on box leaders. Results state the first-box pattern covered the northwest half of the assigned area, with all bombs in that section and one large brick building completely demolished. The second-box pattern fell short of the area, beginning on the south shore of the Myittha River and extending into the southern part of the assigned area; as many as 15-20 bombs may have hit there, and the rest fell in the Myittha River except for the 8 salvoed armed bombs north of the target. Opposition and casualties were nil. Photos were taken for bomb-run statistics by aircraft 81, 76, 79, 83, and 86; aircraft 81, 76, and 86 also photographed a burning boat just north of the target. 25,000 x SJ/31 propaganda leaflets were dropped at Kalewa. A small 50-foot river boat was seen burning in the Chindwin River 2-3 miles north of Kalewa and shortly sank; two small boats were also seen near Shwegyin, and numerous sampans were reported against the cliffs on the north side of the Myittha River just west of Kalewa. Rule-linked candidate IMG_3531.JPG has not yet been reviewed.",0,high for front-page extraction,"[{""kind"": ""base"", ""lat"": 23.4607, ""lon"": 91.1809, ""label"": ""Comilla""}, {""kind"": ""coordinate"", ""lat"": 20.93, ""lon"": 94.08, ""label"": ""Vital Corner""}, {""kind"": ""coordinate"", ""lat"": 23.1914, ""lon"": 94.3011, ""label"": ""Kalewa""}, {""kind"": ""coordinate"", ""lat"": 20.85, ""lon"": 96.37, ""label"": ""Myittha""}, {""kind"": ""base_return"", ""lat"": 23.4607, ""lon"": 91.1809, ""label"": ""Comilla""}]"
81BS_1944-10-21_A,1944-10-21,"12th Bombardment Group (M), U.S.A.A.F.",81st Squadron,IMG_3552.JPG,IMG_3553.JPG,no,"12 B-25s (4 J, 7 H, 1 G)",12,Feni,,,"troop concentrations at Kennedy Peak, Burma (RU 209813, elevation 8871 feet)","Kalewa, Burma (23 12N, 94 18E)",alternate attacked,1400,1508 first box / 1532 second box,1600 first box / 1615 second box,"Primary target Kennedy Peak was obscured, so the mission divided its attack between the cloud-covered primary and the alternate target at Kalewa. Weather was 8/10 cumulus with 6000-foot base and 5-mile visibility; general weather was noted as fair for the primary and excellent for the alternate. First-box pattern was dropped in the Kennedy Peak target area at RU 213610; second box bombed Kalewa and its pattern ran roughly parallel to the river.",Kennedy Peak RU 209813; first-box pattern at RU 213610; Kalewa RU 828685; 23 15N 94 05E,,,120 x 250-lb GP with 1/10 nose and 1/40 tail fusing plus 16 x 250-lb delayed-action bombs,124 x 250-lb,,,30 degrees,175 IAS,300 feet,,340 rounds,"were listed as unobserved for both primary and alternate. Photos were taken from aircraft 21, 20, and 23 with fixed K-24 cameras and aircraft 10 with a flexible K-20. Observations note Kalemyo appears destroyed and a fire was seen in the river at the fork, apparently not a ship and unidentified",,,"were taken from aircraft 21, 20, and 23 with fixed K-24 cameras and aircraft 10 with a flexible K-20",,"Bomb load carried: 120 x 250-lb GP with 1/10 nose and 1/40 tail fusing plus 16 x 250-lb delayed-action bombs. Bombs dropped on target: 124 x 250-lb; aircraft #16 salvoed bombs at 23 15N, 94 05E because of bombing malfunction. First box bombed the primary at 1508 on true course 30 degrees from 12,300 feet at 175 IAS; due to cloud, bomb hits were impossible to observe. Second box bombed the alternate at Kalewa at 1532; about 98 percent of the pattern fell in the target area, beginning on the northwest side of the river and continuing parallel to it. Ammunition expended: 340 rounds .50 cal. Results were listed as unobserved for both primary and alternate. Photos were taken from aircraft 21, 20, and 23 with fixed K-24 cameras and aircraft 10 with a flexible K-20. Observations note Kalemyo appears destroyed and a fire was seen in the river at the fork, apparently not a ship and unidentified. Rule-linked candidate IMG_3553.JPG has not been treated as a confirmed back because it is itself a separate sortie front.",2,medium-high for front-page extraction,"[{""kind"": ""base"", ""lat"": 23.014, ""lon"": 91.397, ""label"": ""Feni""}, {""kind"": ""coordinate"", ""lat"": 23.25, ""lon"": 94.083333, ""label"": ""23 15N 94 05E""}, {""kind"": ""coordinate"", ""lat"": 23.2, ""lon"": 94.3, ""label"": ""23 12N, 94 18E""}, {""kind"": ""coordinate"", ""lat"": 20.754, ""lon"": 93.728, ""label"": ""Kennedy Peak""}, {""kind"": ""coordinate"", ""lat"": 23.1914, ""lon"": 94.3011, ""label"": ""Kalewa""}, {""kind"": ""base_return"", ""lat"": 23.014, ""lon"": 91.397, ""label"": ""Feni""}]"
81BS_1944-10-21_B,1944-10-21,12th Bombardment Group (M),81st Squadron,IMG_3524.JPG,IMG_3525.JPG,yes,"12 B-25s (4 J's, 8 H's)",12,Feni,,,"Vital Corner, RU 205844, elevation 7750 feet",,alternate attacked,0830,0940 first box / 0941 second box,1030,"Front-page route narrative is nil, but the sortie sheet records a Vital Corner strike from Feni under excellent weather with 3/10 stratocumulus, 6000-foot bases, and unlimited visibility. Two aircraft turned back early because of engine trouble: aircraft 19 at 23 08N, 92 25E at 0856 and aircraft 22 at 23 05N, 92 06E at 0852, with aircraft 22 down at 0905.",RU 205844; Kalewa 23 12N 94 18E; 23 08N 92 25E; 23 05N 92 06E; 23 20N 93 45E,,,144 x 250-lb GP with 1/10 nose and 1/40 tail fuzing,120 x 250-lb,,,76 degrees | 76 degrees,,750 feet | 300 feet,,440 rounds,,,nil,with K-24 fixed cameras in aircraft 20 and 23 and K-20 flexible cameras in aircraft 10 and 13,,"Task notes describe the target as static troop concentrations. Bombs carried on takeoff: 144 x 250-lb GP with 1/10 nose and 1/40 tail fuzing. Bombs dropped on target: 120 x 250-lb; 24 were brought back by the two aircraft that turned home early. The first box bombed at 0940 from true altitude 11,750 feet at IAS 180 on a course of 76 degrees; the pattern covered the corner of the target and carried northeast down the side of the hill. The second box bombed at 0941 from true altitude 12,300 feet at IAS 180 on a course of 76 degrees; the pattern started northeast of the target on the side of the hill and carried into the valley. Ammunition expended: 440 rounds .50 cal. Damage was not observed due to cloud formation and the heaviest concentration of the pattern was beyond the target, so little damage was thought done. Light small-arms fire was seen over the target area; casualties nil. Photographs were taken with K-24 fixed cameras in aircraft 20 and 23 and K-20 flexible cameras in aircraft 10 and 13. Observations include a dense black fire northwest of the target at 23 20N, 93 45E at 0922, possibly from a burning aircraft or gasoline, and friendly aircraft in the area including Hurribombers, C-47s, Spitfires, and P-47s. Source image IMG_3524.JPG was reviewed directly and is a separate 81st Squadron front page, not the reverse of IMG_3523.JPG.",4,high for front-page extraction,"[{""kind"": ""base"", ""lat"": 23.014, ""lon"": 91.397, ""label"": ""Feni""}, {""kind"": ""coordinate"", ""lat"": 23.2, ""lon"": 94.3, ""label"": ""23 12N 94 18E""}, {""kind"": ""coordinate"", ""lat"": 23.333333, ""lon"": 93.75, ""label"": ""23 20N 93 45E""}, {""kind"": ""coordinate"", ""lat"": 20.93, ""lon"": 94.08, ""label"": ""Vital Corner""}, {""kind"": ""coordinate"", ""lat"": 23.1914, ""lon"": 94.3011, ""label"": ""Kalewa""}, {""kind"": ""event_coordinate"", ""lat"": 23.133333, ""lon"": 92.416667, ""label"": ""23 08N, 92 25E""}, {""kind"": ""event_coordinate"", ""lat"": 23.083333, ""lon"": 92.1, ""label"": ""23 05N, 92 06E""}, {""kind"": ""base_return"", ""lat"": 23.014, ""lon"": 91.397, ""label"": ""Feni""}]"
82BS_1944-10-21,1944-10-21,12th Bombardment Group (M),82nd Squadron,IMG_3523.JPG,IMG_3524.JPG,no,12 Mitchells,12,Fenny,,,"Enemy troop concentration at Vital Corner, Burma (U-205844)",,,0815,0953,1045,"Mission from Fenny against Vital Corner under good weather, with 3/10 to 4/10 cumulus and unlimited visibility. Map references include Arakan 1:1,000,000 and Kennedy Peak 2-inch series.",U-205844; U 198844; U 205839; U 192860; U 169850; U 206849,,"notes 4/10 to 5/10 cumulus toward the Chin Hills with base about 500 feet and tops around 2000 feet, with clouds mainly in valleys. Rule-linked candidate IMG_3524.JPG has not yet been reviewed",144 x 250-lb GP fused 1/10 nose and 1/40 tail,all,,,104 degrees,183 IAS,850 feet indicated | 1000 feet | 500 feet | 2000 feet,,605 rounds,"state the pattern began at U 198844, crossed both sections of the road, and ended at U 205839, with hits observed on both sections of road. Opposition and casualties were nil. Photo aircraft listed were 31 with K-3B (3 shots), 49 with K-24 (17 shots), 39 with K-24 (12 shots), and 38 with K-17 (5 shots)","and casualties were nil. Photo aircraft listed were 31 with K-3B (3 shots), 49 with K-24 (17 shots), 39 with K-24 (12 shots), and 38 with K-17 (5 shots)",were nil,"aircraft listed were 31 with K-3B (3 shots), 49 with K-24 (17 shots), 39 with K-24 (12 shots), and 38 with K-17 (5 shots)",,"Bomb load carried: 144 x 250-lb GP fused 1/10 nose and 1/40 tail. Bombs dropped on target: all. Ammunition expended: 605 rounds .50 calibre, test fired. Both boxes bombed on course 104 degrees at 183 IAS from 11,850 feet indicated with 300-foot interval. Results state the pattern began at U 198844, crossed both sections of the road, and ended at U 205839, with hits observed on both sections of road. Opposition and casualties were nil. Photo aircraft listed were 31 with K-3B (3 shots), 49 with K-24 (17 shots), 39 with K-24 (12 shots), and 38 with K-17 (5 shots). Observations include a large pillar of dark gray smoke rising to 1000 feet at U 192860, four M/T headed west at U 169850, and two M/T headed south at U 206849. Route weather notes 4/10 to 5/10 cumulus toward the Chin Hills with base about 500 feet and tops around 2000 feet, with clouds mainly in valleys. Rule-linked candidate IMG_3524.JPG has not yet been reviewed.",0,high for front-page extraction,"[{""kind"": ""base"", ""lat"": 23.014, ""lon"": 91.397, ""label"": ""Fenny""}, {""kind"": ""coordinate"", ""lat"": 20.93, ""lon"": 94.08, ""label"": ""Vital Corner""}, {""kind"": ""coordinate"", ""lat"": 20.754, ""lon"": 93.728, ""label"": ""Kennedy Peak""}, {""kind"": ""base_return"", ""lat"": 23.014, ""lon"": 91.397, ""label"": ""Fenny""}]"
